Interstellar,Adventure;Drama;Sci-Fi,Christopher Nolan,2014,169,187.99
Wreck-It Ralph,Animation;Adventure;Comedy,Rich Moore,2012,101,189.41
Teenage Mutant Ninja Turtles,Action;Adventure;Comedy,Jonathan Liebesman,2014,101,190.87
Cars 2,Animation;Adventure;Comedy,John Lasseter,2011,106,191.45
Twilight,Drama;Fantasy;Romance,Catherine Hardwicke,2008,122,191.45
22 Jump Street,Action;Comedy;Crime,Phil Lord,2014,112,191.62
Mission: Impossible - Rogue Nation,Action;Adventure;Thriller,Christopher McQuarrie,2015,131,195.0
Happy Feet,Animation;Comedy;Family,George Miller,2006,108,197.99
Spectre,Action;Adventure;Thriller,Sam Mendes,2015,148,200.07
Superman Returns,Action;Adventure;Sci-Fi,Bryan Singer,2006,154,200.07
Godzilla,Action;Adventure;Sci-Fi,Gareth Edwards,2014,123,200.66
Tangled,Animation;Adventure;Comedy,Nathan Greno,2010,100,200.81
Cinderella,Drama;Family;Fantasy,Kenneth Branagh,2015,105,201.15
World War Z,Action;Adventure;Horror,Marc Forster,2013,116,202.35
The Amazing Spider-Man 2,Action;Adventure;Sci-Fi,Marc Webb,2014,142,202.85
Thor: The Dark World,Action;Adventure;Fantasy,Alan Taylor,2013,112,206.36
Ratatouille,Animation;Comedy;Family,Brad Bird,2007,111,206.44
Dawn of the Planet of the Apes,Action;Adventure;Drama,Matt Reeves,2014,130,208.54
Sherlock Holmes,Action;Adventure;Crime,Guy Ritchie,2009,128,209.02
Mission: Impossible - Ghost Protocol,Action;Adventure;Thriller,Brad Bird,2011,132,209.36
Fast Five,Action;Crime;Thriller,Justin Lin,2011,131,209.81
300,Action;Fantasy;War,Zack Snyder,2006,117,210.59
Kung Fu Panda,Animation;Action;Adventure,Mark Osborne,2008,92,215.4
How to Train Your Dragon,Animation;Action;Adventure,Dean DeBlois,2010,98,217.39
The Da Vinci Code,Mystery;Thriller,Ron Howard,2006,149,217.54
Ted,Comedy;Fantasy,Seth MacFarlane,2012,106,218.63
Big Hero 6,Animation;Action;Adventure,Don Hall,2014,102,222.49
WALL·E,Animation;Adventure;Family,Andrew Stanton,2008,98,223.81
The Bourne Ultimatum,Action;Mystery;Thriller,Paul Greengrass,2007,115,227.14
Hancock,Action;Crime;Drama,Peter Berg,2008,92,227.95
The Martian,Adventure;Drama;Sci-Fi,Ridley Scott,2015,144,228.43
Star Trek Into Darkness,Action;Adventure;Sci-Fi,J.J. Abrams,2013,132,228.76
Doctor Strange,Action;Adventure;Fantasy,Scott Derrickson,2016,115,232.6
X-Men: Days of Future Past,Action;Adventure;Sci-Fi,Bryan Singer,2014,132,233.91
Fantastic Beasts and Where to Find Them,Adventure;Family;Fantasy,David Yates,2016,133,234.02
X-Men: The Last Stand,Action;Adventure;Fantasy,Brett Ratner,2006,104,234.36
Oz the Great and Powerful,Adventure;Family;Fantasy,Sam Raimi,2013,130,234.9
Brave,Animation;Adventure;Comedy,Mark Andrews,2012,93,237.28
Furious 6,Action;Crime;Thriller,Justin Lin,2013,130,238.67
Pirates of the Caribbean: On Stranger Tides,Action;Adventure;Fantasy,Rob Marshall,2011,136,241.06
Maleficent,Action;Adventure;Family,Robert Stromberg,2014,97,241.41
Cars,Animation;Adventure;Comedy,John Lasseter,2006,117,244.05
Transformers: Age of Extinction,Action;Adventure;Sci-Fi,Michael Bay,2014,165,245.43
Moana,Animation;Adventure;Comedy,Ron Clements,2016,107,248.75
Despicable Me,Animation;Adventure;Comedy,Pierre Coffin,2010,95,251.5
The Hobbit: The Battle of the Five Armies,Adventure;Fantasy,Peter Jackson,2014,144,255.11
The Blind Side,Biography;Drama;Sport,John Lee Hancock,2009,129,255.95
I Am Legend,Drama;Horror;Sci-Fi,Francis Lawrence,2007,101,256.39
Star Trek,Action;Adventure;Sci-Fi,J.J. Abrams,2009,127,257.7
The Lego Movie,Animation;Action;Adventure,Phil Lord,2014,100,257.76
The Hobbit: The Desolation of Smaug,Adventure;Fantasy,Peter Jackson,2013,161,258.36
Captain America: The Winter Soldier,Action;Adventure;Sci-Fi,Anthony Russo,2014,136,259.75
The Amazing Spider-Man,Action;Adventure,Marc Webb,2012,136,262.03
Monsters University,Animation;Adventure;Comedy,Dan Scanlon,2013,104,268.49
Sing,Animation;Comedy;Family,Christophe Lourdelet,2016,108,270.32
Gravity,Drama;Sci-Fi;Thriller,Alfonso Cuaron,2013,91,274.08
The Hangover,Comedy,Todd Phillips,2009,100,277.31
The Twilight Saga: Breaking Dawn - Part 1,Adventure;Drama;Fantasy,Bill Condon,2011,117,281.28
The Hunger Games: Mockingjay - Part 2,Action;Adventure;Sci-Fi,Francis Lawrence,2015,137,281.67
Man of Steel,Action;Adventure;Fantasy,Zack Snyder,2013,143,291.02
Harry Potter and the Order of the Phoenix,Adventure;Family;Fantasy,David Yates,2007,138,292.0
The Twilight Saga: Breaking Dawn - Part 2,Adventure;Drama;Fantasy,Bill Condon,2012,115,292.3
Inception,Action;Adventure;Sci-Fi,Christopher Nolan,2010,148,292.57
Up,Animation;Adventure;Comedy,Pete Docter,2009,96,292.98
Harry Potter and the Deathly Hallows: Part 1,Adventure;Family;Fantasy,David Yates,2010,146,294.98
The Twilight Saga: Eclipse,Adventure;Drama;Fantasy,David Slade,2010,124,300.52
Harry Potter and the Half-Blood Prince,Adventure;Family;Fantasy,David Yates,2009,153,301.96
The Hobbit: An Unexpected Journey,Adventure;Fantasy,Peter Jackson,2012,169,303.0
Skyfall,Action;Adventure;Thriller,Sam Mendes,2012,143,304.36
Pirates of the Caribbean: At World's End,Action;Adventure;Fantasy,Gore Verbinski,2007,169,309.4
Iron Man 2,Action;Adventure;Sci-Fi,Jon Favreau,2010,124,312.06
Indiana Jones and the Kingdom of the Crystal Skull,Action;Adventure;Fantasy,Steven Spielberg,2008,122,317.01
Iron Man,Action;Adventure;Sci-Fi,Jon Favreau,2008,126,318.3
Transformers,Action;Adventure;Sci-Fi,Michael Bay,2007,144,318.76
Suicide Squad,Action;Adventure;Fantasy,David Ayer,2016,123,325.02
Batman v Superman: Dawn of Justice,Action;Adventure;Sci-Fi,Zack Snyder,2016,151,330.25
Guardians of the Galaxy,Action;Adventure;Sci-Fi,James Gunn,2014,121,333.13
Alice in Wonderland,Adventure;Family;Fantasy,Tim Burton,2010,108,334.19
Minions,Animation;Action;Adventure,Kyle Balda,2015,91,336.03
Spider-Man 3,Action;Adventure,Sam Raimi,2007,139,336.53
The Hunger Games: Mockingjay - Part 1,Action;Adventure;Sci-Fi,Francis Lawrence,2014,123,337.1
Zootopia,Animation;Adventure;Comedy,Byron Howard,2016,108,341.26
Furious Seven,Action;Crime;Thriller,James Wan,2015,137,350.03
American Sniper,Action;Biography;Drama,Clint Eastwood,2014,133,350.12
Transformers: Dark of the Moon,Action;Adventure;Sci-Fi,Michael Bay,2011,154,352.36
Inside Out,Animation;Adventure;Comedy,Pete Docter,2015,95,356.45
Deadpool,Action;Adventure;Comedy,Tim Miller,2016,108,363.02
The Jungle Book,Adventure;Drama;Family,Jon Favreau,2016,106,364.0
Despicable Me 2,Animation;Adventure;Comedy,Pierre Coffin,2013,98,368.05
The Secret Life of Pets,Animation;Adventure;Comedy,Chris Renaud,2016,87,368.31
Harry Potter and the Deathly Hallows: Part 2,Adventure;Drama;Fantasy,David Yates,2011,130,380.96
Frozen,Animation;Adventure;Comedy,Chris Buck,2013,102,400.74
Transformers: Revenge of the Fallen,Action;Adventure;Sci-Fi,Michael Bay,2009,150,402.08
The Hunger Games,Adventure;Sci-Fi;Thriller,Gary Ross,2012,142,408.0
Captain America: Civil War,Action;Adventure;Sci-Fi,Anthony Russo,2016,147,408.08
Iron Man Three,Action;Adventure;Sci-Fi,Shane Black,2013,130,408.99
Toy Story 3,Animation;Adventure;Comedy,Lee Unkrich,2010,103,414.98
Pirates of the Caribbean: Dead Man's Chest,Action;Adventure;Fantasy,Gore Verbinski,2006,151,423.03
The Hunger Games: Catching Fire,Action;Adventure;Mystery,Francis Lawrence,2013,146,424.65
The Dark Knight Rises,Action;Thriller,Christopher Nolan,2012,164,448.13
Avengers: Age of Ultron,Action;Adventure;Sci-Fi,Joss Whedon,2015,141,458.99
Finding Dory,Animation;Adventure;Comedy,Andrew Stanton,2016,97,486.29
Rogue One,Action;Adventure;Sci-Fi,Gareth Edwards,2016,133,532.17
The Dark Knight,Action;Crime;Drama,Christopher Nolan,2008,152,533.32
The Avengers,Action;Sci-Fi,Joss Whedon,2012,143,623.28
Jurassic World,Action;Adventure;Sci-Fi,Colin Trevorrow,2015,124,652.18
Avatar,Action;Adventure;Fantasy,James Cameron,2009,162,760.51
Star Wars: Episode VII - The Force Awakens,Action;Adventure;Fantasy,J.J. Abrams,2015,136,936.63
